winery,variety,points,price,amount_of_wines,description
Vercingetorix VX,Pinot Noir,87.83,28.83,6,"A blend of 58% Pinot Noir and 42% Chardonnay, this light copper-colored wine is über aromatic with notes of passion fruit, guava and strawberry. As sweet as the aromas smell, the palate drinks bone dry with abundant brioche flavors, exquisite balance, and a long, lingering finish. Sourced from Celilo Vineyard, this is a hugely impressive wine."
Vercingetorix VX,White Blend,86.0,11.0,2,"For the first time, this release of Buty's Rediviva, from estate vineyards in the Rocks region of Walla Walla, includes a bit of Mourvèdre. The pretty fruit flavors of strawberry preserves, blueberry and black cherry carry both a mineral underpinning and a whiff of the barnyard in the nose. The aging in mostly neutral puncheons and barrels adds just a hint of baking spices."
Verdad,Albariño,92.0,25.0,1,"Coconut macaroon and smoky leather stand out most in this burly, bombastic and beyond full-bodied wine, which drinks ripe and hot."
Vermeil,Cabernet Blend,90.0,48.0,1,"New American oak cradled this wine, which includes 12% Petite Sirah. A strong aroma of root beer or Dr. Pepper wraps itself around smoky tar and toast, with a grippyness on the leathery finish that falls a touch flat."
Vermeil,Cabernet Franc,86.0,70.0,1,"This wine presents itself full-bodied and big in style, with an inkling of red plum and cherry fighting for attention against a tide of rounded concentration and darker, smokier tinges of cigar and chocolate."
Vermeil,Cabernet Sauvignon,88.67,121.67,3,"Somewhat subdued white flower, lime and peach aromas are followed by medium-sweet stone-fruit flavors. It goes down easy."
Vermeil,Chardonnay,93.0,42.0,1,"This wine has an unusually rich gold color, aromas like ripe pear, vanilla and nutmeg, and similar pastry and baking spice flavors plus that core of pear. A creamy texture and soft finish round it out nicely."
Vermeil,Red Blend,90.0,100.0,1,"This tiny production is marked by strong aromas of barbecue smoke and campfire, before unfurling an unfussy, soft and full-bodied burst of red fruit."
Vermeil,Sauvignon Blanc,92.0,30.0,1,"This wine has an intensity of strawberry that permeates thoughout, riding atop a distinct earthiness that becomes slightly sour on the finish. Medium bodied, its aromatics are all roses."
Vermeil,Tinta Madeira,89.0,45.0,1,"Two thirds Chardonnay, and one third a Viognier/Roussanne blend, this young wine has a definitely spritzy mouthfeel and a yeasty finish. The fruit flavors are fresh and lively, suggesting lemon and pineapple, with finishing hints of honeycomb."
Verse & Chorus,Red Blend,87.5,22.0,2,"Though aged in just 40% new French oak, the barrel notes of mocha and roasted coffee bean take up much of the stage with dark fruit and herbs fighting for attention. The flavors are ripe and lush but seem a bit clipped."
Verse & Chorus,Sauvignon Blanc,85.0,15.0,1,"From a selection of clones planted in Goldridge sandy loam soils, this is a dark and savory Pinot Noir. Ripe and oaked, it presents a balanced combination of cherry fruit flavor and soda spice."
Verve,Pinot Noir,87.0,30.0,1,"Moderately aromatic, this offers notes of pepper, spice and plum along with high-toned vanilla accents. It's medium bodied, with sweet blackberry flavors and dry, astringent tannins."
Vezer Family Vineyard,Red Blend,85.0,39.0,1,"Intensely oaky, this Carneros Pinot is brooding in ripe plum fruit and straightforwardly layered with approachable fruit flavor and mellowing tannins. Enjoy now."
Via Giusti,Pinot Noir,90.0,48.5,2,"Tasty and toasty, young and compact, this is a wine to cellar for a few more years at least. The bright fruit flavors run from berry to Bing cherry, not as dark as in some years, but vibrant and crisp. The new oak is not yet fully integrated, so give it some extra bottle age for optimal enjoyment."
Via Giusti,Vermentino,88.0,28.0,1,"Cedarville's ode to Priorat, this is a mix of 45% Grenache, 30% Syrah and 25% Cabernet Sauvignon. The three get along swimmingly, amusingly mixing into a triad of dark blackberry, dark licorice and dark chocolate. The rich texture is on the mark, and the wine provides just the right heft for any spicy, brawny meal."
Viader,Red Blend,93.5,130.0,2,"Herbal and dill infuse the light flavors, and the tannins feel as if they've been softened up in the winemaking process. The wine does a quick fade."
Victor Vineyards,Chardonnay,86.0,15.0,1,"A sharp, herbal blend of Syrah and Cabernet Sauvignon, showing hints of resin in its aromas. The pale red fruit flavors are tart, light, and simple."
Victor Vineyards,Red Blend,89.0,14.0,1,"The blend is 40% Syrah and 20% each Cabernet Sauvignon, Merlot and Sangiovese. It's difficult to find a focus here. Scents of breakfast tea and a lingering sour-candy fruit flavor are dominant, with fairly astringent tannins closing it down. Drink up."
Victor Vineyards,Zinfandel,87.0,15.0,1,"With a weaker nose compared to other Zins, this offers faint hints of pressed strawberries and black olives. It's also light and watery on the palate, which makes for easy although not very distinctive drinking, with flavors of cranberry and plums more prevalent."
Vidon Vineyard,Pinot Noir,91.11,52.58,19,"Intended as a take on Rioja, this is noticeably volatile, dusty and loaded with chocolaty barrel flavors. Cocoa and raspberry are in the mix, but it's chocolate that runs away with the finish."
Vie Winery,Grenache,90.0,39.0,2,"Focused aromas of blackberry, elderberry and black currant show on the nose of this blend of 72% Cabernet Sauvignon, 24% Syrah and 4% Cabernet Franc, which also offers hints of leather, nettle and caramel on the nose. It's lively on the palate, with black raspberry, rose petals and violets, framed by a vibrant acidity and worthy structure."
Vie Winery,Rosé,86.0,18.0,1,"Winderlea is the most limited and most expensive of the winery's single vineyard series. This vintage remains tight and compact—a youthful purple in color, with fruit flavors of plum and sour cherry. Subtle layers unfold as it breathes, adding citrus peel, minerality and a touch of malt as well."
Vie Winery,Syrah,90.2,43.2,5,"Broad aromas of black cherry and black-tea spice make for a dark and full nose, which is enhanced by strong soil components of turned loam and gravel. Dark boysenberry and tart plum skins show on the palate along with more tea spice, making for a very full sipping experience."
Viento,Barbera,87.0,24.0,1,"Brooding aromas of crushed rock, mineral, black olive, soot, cracked black pepper, charcuterie and dried herb lead to fresh, focused flavors that are flavorful but remain light on their feet. It shows a bit more tannic heft than this area often shows along with great length on the meaty finish."
Viento,Gewürztraminer,94.0,45.0,1,"Alluring aromas of moist earth, cassis bud, olive, nori, pipe tobacco, charcoal, funk and mineral give way to lithe fruit and savory flavors with an ultra soft feel. The texture is absolutely dazzling."
Viento,Gewürztraminer-Riesling,91.0,60.0,1,"This lightly bodied, elegant wine is subtle and crisp—a study in white pepper and leather that's both complex and tightly layered. Cool climate to its core, it shows floral aromas and flavors of rose petal and lavender as hints of rhubarb and tart cherry make their way onto the quiet palate."
Viento,Grüner Veltliner,89.0,18.0,1,"From the estate's original vines planted in 1978, this exceptional wine envelops the palate with layers of richness not often found in Pinot Gris. It's lush and seductive, with hints of honeycomb, brown butter, toasted peanut and dried apricot. The flavors persist, and lovely details keep it interesting through the finish."
Viento,Pinot Noir,88.0,30.0,1,"From a vineyard perched 1,700 feet above the Monterey Bay, this wine by brewer-turned-vintner John Benedetti is both very light yet incredibly flavorful. Rusty raspberry and strawberry aromas meet with dill, thyme and white pepper on the nose, while the palate offers soft red cherry and gently sprinkled herbs throughout."
Viento,Riesling,90.75,15.5,4,"Made in even smaller amounts than the vintage before it, this combines 90% Petite Sirah with 10% Cabernet Sauvignon from old head-pruned vines. The winemakers succeeded in coaxing fruity raspberry and blackberry around a fully brazen acidity that explodes on the palate. Softly textured, the wine is incredibly fragrant and inviting in white pepper."
Viento,Rosé,86.0,14.0,2,"This well-crafted reserve boasts a solid core of blueberry and black cherry fruit, thickly accented with dark chocolate notes. Produced from heritage (Calera, Swan and Mt. Eden) clones, it's textural and dense, with dark char, espresso and black licorice flavors."
Viento,Sangiovese,88.0,17.0,2,This was half whole cluster-fermented and neatly incorporates hints of earth and bark into its tart cranberry and pie cherry core. Its verticality and tannic power suggest it will age quite nicely through the late 2020s.
Viento,Viognier,88.0,16.0,1,"There are multiple Freedom Hill selections in this winery's 2015 lineup, but the Pommard clone bottling expresses more of the site's brambly wildness along with its lusciously fruity raspberry flavors. Texture and length elevates it above much of the competition."
Viento,White Blend,89.0,14.0,2,"From a cool site in the Sebastopol Hills greatly influenced by the cooling fog and winds of the Petaluma Gap, this wine is velvety in texture, with a gritty tannic backbone. Cedar, eucalyptus and savory tea complement an array of juicy red fruit and blueberry, with structure and balance at the wine's core."
Vigil,Zinfandel,86.0,15.0,2,"From the last remaining block of a vineyard planted in 1968 by Oregon pioneer Dick Erath that's yielding less than 1.5 tons per acre, this is loaded with rose petal and cherry blossom aromas. Delicate and graceful, it offers subtle raspberry, blackberry and cherry fruit. The finish is exceptional, long and complex, with hints of coffee and caramel. Give this wine your full attention and enjoy how long it lingers."
Villa Creek,Syrah,94.0,55.0,1,"Exotic aromas of cranberry, plum, sandalwood, myrrh and lavender makes for an elegant entry to this bottling by the winemaking team of Steve Fennell and Laura Roach. Layered flavors of tart cherry and pomegranate are laced throughout by dried herbs, while the tannic structure is firm but not obtrusive. Drink 2018–2034."
Villa Mt. Eden,Zinfandel,90.0,21.0,1,"Wonderful purity is on display in this mineral-driven, tart, racy and expressive Syrah from the estate vineyard. The bright and tangy berry flavors may strike some palates as a bit on the sour side, but there is more than enough ripeness here for most. This is succulent and classy."
Villa San Juliette,Alicante Bouschet,91.0,30.0,1,"Made from three-quarters Merlot and one-eighth each Cabernet Sauvignon and Mourvèdre, this new version of The Spinner seems to be surfing a wave of spicy berry that's about to smash into a wall of chocolate. But it never crashes, instead it just sails on through a gorgeous midpalate into a lingering finish that features caramel and mocha highlights."
Villa San Juliette,Cabernet Franc,87.5,45.5,2,"Highlighted by forward, pretty, cherry-candy flavor, this is an appealing vintage for D2—DeLille's second-label Bordeaux-style blend. Accented with integrated notes of herb, nougat and milk chocolate, this finishes with a streak of minerality that provides a bit of gravitas."
Villa San Juliette,Grenache,91.5,32.0,2,"The blend changes annually—here it's two thirds Merlot and one third Cabernet Sauvignon—but the wine remains accessible and spicy, a mix of currant and berry, pepper and cedar."
Villa San Juliette,Pinot Gris,85.0,22.0,1,"This is 70% Cabernet, 20% Merlot. Dark, tight and loaded with fruits, this balanced, juicy wine has it all—elegance, length, finesse and mouth appeal. Blackberry and black cherry fruits dominate, with light suggestions of pretty leaf, tobacco, earth and some iron."
Villa San Juliette,Red Blend,92.0,42.5,2,"Really fragrant, with this vineyard's near-perfect mix of fruit, rock and barrel. This is restrained, elegant but powerful—raspberry fruit over crushed rock, with vertical structure, an immaculate mouthfeel, and a finish that continues to resonate for minutes after the swallow."
Villa San Juliette,Rosé,87.0,20.0,1,"The fruit is forward and lush, the grapes nicely blended and complementary, yielding a complex, mouthfilling wine with a riot of tropical, stone and citrus fruit flavors. There is a trace of new oak and a lingering finish that brings in vanilla, butter and coconut."
Villa Toscano,Barbera,84.5,17.0,2,"Cabernet Franc and Cabernet Sauvignon share top billing here, in a sleek, stylish, beautifully polished wine loaded with blackberries, black cherries and cassis. Firm and textural, it layers in subtle spices, dark chocolate, espresso and moist loam, all in delicate balance. The firmness of the tannins and tightness of the layering suggests that laying it down for a few years will only improve it further."
Villa Toscano,Zinfandel,82.33,24.0,3,"A real success, this intensely spicy Syrah loads in mouth-softening flavors of buttermilk, cocoa and cinnamon. Lots of toast and coffee, with a creamy, textural mouthfeel. The rich, ripe, almost sweet cherry fruit is like a mouthful of fresh pie."
Viluko,Cabernet Sauvignon,87.33,40.0,3,"A nutty, leesy wine that takes those positive attributes to the limit, resulting in a mix of flavors that range from peanut brittle to lemon custard. The delicate melon and citrus fruit ends up getting a little overwhelmed."
Viluko,Sauvignon Blanc,87.0,27.0,2,"The blend is 70% Pinot Gris and 30% Viognier. The Gris provides the fruit base, with pear/apple flavors; the Viognier adds some light lemon and citrus blossom accents. This is a big wine, bone dry."
Vin Roc,Bordeaux-style Red Blend,85.0,49.0,1,"A stunning and unusual white wine out of Lodi made by Jim Moore, with tremendous aromatics of honeysuckle and melon and a genius balancing between sweetness and acidity. Grapes—technically Moscato Giallo—were harvested from the Bella Vigna Vineyard fully ripe but at low brix, allowing this bottling to maintain a very low 12% alcohol level. An amazing deal for a wine that jumps out of the glass, all bright and starry eyed."
Vin du Lac,Cabernet Franc,84.5,37.5,2,"The counterpart to Lynn's Blend, named for a co-proprietor, Anisya's showcases the lighter side of the Sonoma Coast in its exuberance of red cherry, orange and strawberry. Textured, it features bright acidity and layers of freshness, teased in black tea and wild truffle."
Vin du Lac,Cabernet Sauvignon,82.0,25.0,1,"Grande is one of the most historic vineyards in southern Napa, still presided over by the lovely Dorothy Rossi, whose father planted the oldest vines here in 1920, the year she was born. The location, farming and age work together to offer aromas of dusty leather satchel and a richness of juicy blackberry and cranberry. Powerfully elegant and integrated, it evolves in the glass in a myriad of ways, surprising with every sip."
Vin du Lac,Chardonnay,87.0,25.0,1,"A vibrant and lithe expression of cool-climate Syrah, this bottling shows crushed peppercorns, beef char, thyme, coffee syrup, potpourri and blackberry juice on the nose. The crisp palate is lively with peppery spice, with a base of tart elderberry juice layered with cooked lamb and fresh rosemary. It finishes with a healthy sense of pencil shavings."
Vin du Lac,Pinot Gris,86.25,19.0,4,"Once again this vineyard delivers irresistibly bright refined flavors of raspberry and cherry fruit—primary, concentrated and immaculately fresh. There's a touch of mocha from the new barrels, and impressive length. As with all of Trisaetum's single vineyard Pinots, this is built for cellaring, and should drink best after another couple of years in bottle. Drink 2018–2028, perhaps beyond."
Vin du Lac,Red Blend,84.0,25.0,1,"The best Grace to date, the wonderfully fruity entry bounces along, offering a punch bowl full of spicy cherries, with extensive highlights. Sniff and taste streaks of clove, coffee, fresh earth and mushroom—all clean and harmonious. This may be drunk immediately with enjoyment, or set aside as your special occasion wine with a decade or more of ageability."
Vin du Lac,Riesling,86.0,20.0,3,"This wine begins a bit wound-up and restrained on the nose, but then reveals waves of cassis, blackcurrant, elderberry and caramelized beef tips. The flavors are woven together perfectly, showing deep blueberry syrup, dark-chocolate chips, brighter plums, lovely lilacs and a touch of tar. It's deep, dark and complex."
Vin du Lac,Sauvignon Blanc,86.2,17.8,5,"A barrel-fermented white Pinot Noir, this is bursting with broad, creamy flavors of ripe caramel-dipped apples and fresh pear. It might be mistaken for Chardonnay, except for the extra weight that carries through the lengthy finish. Though it's tempting to describe white Pinot Noirs as sparkling wines without the sparkle, this is much more interesting, and one of the rare examples that defines both a style and a standard for the rest."
Vin du Lac,Syrah,84.33,31.0,3,"This is one of the most exciting wines of the vintage for this label, a blend of 68% Bien Nacido and 32% from its sister vineyard, Solomon Hills. It shows Meyer lemon pith, chalk, pencil lead, grapefruit pith and a slight touch of yogurt on the nose. The chalk-driven, tingling-with-acidity palate opens onto brine-laced flavors of yellow grapefruit pith and expertly restrained pineapple and peach."
Vin du Lac,Viognier-Roussanne,83.0,15.0,1,"Bliss Block lies within the property's Quail Hill Vineyard and is the coolest two acres on the estate. Spicy acidity and dark earth support a full-bodied, oaky imprint of complexity and structure, dotted in savory cranberry and black tea."
VinRoc,Cabernet Blend,88.0,49.0,2,"This is a truly beautiful wine, a blend of two estate vineyards, Quail Hill and Susanna's. Richly layered and concentrated in its still-vibrant youth, it's also texturally complex and compelling in its teases of ginger and honey, taking on more succulent notions of apple and a flinty element as it opens."
Vina Robles,Bordeaux-style Red Blend,91.5,52.5,2,"From a vineyard located close to the coast of Aptos, this bottling shows dewy chaparral aromas on the nose, as well as light cinnamon, nutmeg and smashed graphite, with a dense pomegranate-hibiscus core. It is tightly wound on the sip, with cranberry, raspberry, rose petal and rose-hip flavors. The texture and tension are impressive, and will unleash continued intrigue from 2018 to 2033."
Vina Robles,Cabernet Sauvignon,89.5,24.5,4,"This is a spicy, fully plush and complete wine, integrated in oak and tannin with a strength of black-cherry compote that gives an extra edge. The length and texture are impressive, showcasing the power of the vineyard in a ripe, even vintage, and some deft winemaking as well."
Vina Robles,Petit Verdot,89.0,29.0,2,"This complex white comes from cuttings procured in 2004 from one of the oldest surviving vineyards of this variety, thought to have originated in the Loire Valley, then replanted by the producer onto older rootstock. Lemony acidity meets light, bright floral intrigue around hints of peach, grapefruit and lime, remaining velvety smooth and balanced."
Vina Robles,Petite Sirah,89.0,44.0,1,"Cofermented with 5% Viognier, this perfumed wine brings aromas of green olive, stems, potpourri, blue fruit and moist earth. The palate is chock-full of layered boysenberry and earth flavors, earthshaking in their intensity, with a mouthfeel that only heightens the interest."
Vina Robles,Red Blend,88.0,17.0,1,"Minty earth tones frame this wine from a dramatic vineyard perched high amid the redwoods and shale soils of this mountainous region that impart forest underbrush, dried lilac and olallieberry aromas. The dark blackberry fruit flavors on the palate are enhanced by marjoram, dark clove, crushed fennel and Christmas spices."
Vina Robles,Sauvignon Blanc,88.0,16.0,1,"A blend of fruit from Northridge Vineyard on the Wahluke Slope and Powerline Vineyard in the Walla Walla Valley, this pale colored wine delivers vibrant, complex aromas of strawberry, brown stems, fresh flowers, green olive, smoked meat and moist earth. The cranberry and smoked meat flavors are soft and sumptuous, leading to an extended fruit and savory note finish. It's all about elegance but the purity is dazzling."
Vina Robles,White Blend,89.0,16.0,2,"This is an exceptional example of this variety, with aromas of fresh herb, violets, orange peel and black fruit. The dark-fruit flavors are rich and layered, showing an exquisite sense of balance along with great length."
Vinas Zurinaga,Pinot Noir,89.0,70.0,1,"This is the winery's first attempt at a reserve-level Rhône-style wine. A blend of Mourvèdre (51%), Cinsault (27%), Grenache (18%) and Counoise, it leads with fragrant aromas of crushed flowers, thyme, smoke, white pepper and boysenberry. The mouthfeel is seamless and the flavors rich, along with exquisite balance and exceptional length."
Vincent Price,Cabernet Sauvignon,84.0,62.0,1,"Clear, light color reveals the elegance at the core of this coastal wine. It reigns in ripeness without sacrificing flavor or complexity. Stemmy, earthy overtones meet a vibrantly spicy bite of cherry and white pepper. The silky texture compels one to want more."
Vincent Vineyards,Cabernet Franc,88.0,65.0,1,"Very dark and dramatic, this delicious wine combines great balance with power. It has exotic fruit flavors and a light spiciness. The smooth, sculpted mouthfeel comes with rich, almost thick tannins that seem to extend the finish. This will find its full potential sometime after 2020."
Vincent Vineyards,Cabernet Sauvignon,91.0,68.0,2,"This is the producer's first vintage from Hudson, one of the most sought-after sites in the appellation, and one not widely planted to the variety. Light and lush with a velvety ripeness, this special wine shines in pomegranate, earthy truffle and a turn of smoked meat. Robust, it maintains balance amidst its brawn."
Vincent Vineyards,Sauvignon Blanc,92.0,25.0,1,"This big, full-bodied wine is unabashedly bold and brassy, from the aromas of toasted oak to the buttery flavors and vanilla finish. While dry, it has a rich texture and the near-sweetness of ripe varietal flavors."
Vindemia,Bordeaux-style Red Blend,80.0,40.0,1,"The aromas of blue fruit and herb seem light considering the warmth of the vintage. The palate brings a mouthful of fruit flavors, bringing a pleasing sense of freshness. It all seems a bit dialed back."
Vindemia,Cabernet Franc,86.0,88.0,1,"A pale and delicate version of this entry-level Pinot, its fruit is barely there, just hinting at rhubarb and watermelon. Some earth and stem flavors come through as well."
Vindemia,White Blend,89.0,24.0,1,"This is smooth, round and Zinfandel-like in its fulsome toasty character and abundant chocolate and black fruit flavors. As it's aged in 100% new French oak for 17 months, the oak looms large and lasts a long time."
Vine Cliff,Cabernet Sauvignon,92.67,126.67,3,"This has a sweet charm to it, with a rich lemon flavor. This would be fine as a light dessert wine with lemon cake."
Vine Cliff,Chardonnay,89.67,61.67,3,"Densely packed with black fruit and barrel toast, this wine is mouth-puckering with tannin and power. A lightly perceptible dried herb note weaves through its dark texture."
Vinedos Aurora,Red Blend,88.0,39.0,1,"Bold, meaty and softly simple, this robustly full-bodied wine is redolent of mocha and brown sugar. Its ripely sweet blackberry fruit is cut with savory black-olive notes."
Vineyard 36,Cabernet Sauvignon,92.0,85.0,1,"Light in color, this wine offers aromas of herb, red currant, graphite, raspberry and barrel spice. The fruit and barrel flavors are elegantly styled, playing off each other through the finish."
Vino,Sangiovese,86.0,12.0,1,"Cherry, raspberry compote, anise, vanilla, wood spice and medicine-cabinet aromas are followed by lighter styled fruit and savory flavors, with the tannins bringing some grip."
Vino La Monarcha,Pinot Noir,87.0,18.0,1,"Pure Mourvèdre remains a rare bird of a wine, even in grape-happy Washington State. This is a good example, with flavors that carry the leafy, herbal character often found in Carmenère and the bright, mineral-laced fruit of southern French wines. It's not a big wine, and the vines from which the grapes are sourced are still young, but it's well made and will hold your interest."
Vino Noceto,Red Blend,89.0,18.0,1,"A smoky, oaky nose opens to reveal pretty fruit, accented with rose petals. Strawberries and hard cherry candy flavors lead smoothly into a finish laden with milk chocolate and, unusually, hints of rosemary."
Vino Noceto,Sangiovese,90.0,29.0,2,"The fruit and herb flavors in this medium-bodied wine have good depth, conveying black cherries, raspberries and a light touch of thyme. It offers an appropriate savory element as well as a core of ripe grape flavors. Tasting solid but smooth, it is well made and unfussy."
Vino Vargas,Cabernet Sauvignon,84.0,24.0,1,"A Cab-based wine with 20% Merlot, this has juicy blackberry and currant to soften the overreaching tannic profile. Blessed in cedar and tobacco, this also presents a strong showing of dried herb. The fruit leans black and blue, from blueberry to black plum, a nod to the Merlot."
Vino Vargas,Chardonnay,84.0,24.0,1,"Aromas of orange peel, blue fruit, flowers and dried herbs are appealing and direct. The flavors and feel are elegant, showing freshness and acidity."
Vino Vargas,Merlot,87.5,24.0,2,"An appealing pale salmon color, this blend of 50% Cinsault, 28% Grenache and 22% Syrah displays aromas of strawberry, cherry Jolly Rancher and melon. Reflective of the warmth of the vintage, it's fruitier than recent vintages but it's still hard to put down."
Vino Vargas,Pinot Noir,87.0,45.0,2,"Billed as a Cabernet lover's Merlot, this wine offers robustness as well as a soft, angular quality that provides a certain level of elegance. Oak, green olive and sage mark its bouquet, followed by flavors of red currant and dried herb."
Vino Vargas,Rosé,83.0,27.0,1,"Raspberry and vanilla introduce this wine, made from a selection of vines 21 to 130 years old, with some planted in 1882. Lusty and lush layers of cinnamon and cola accent the fruit and provide complexity, the tannins resolved and thick."
Vintage Cowboy,Merlot,87.0,20.0,1,"Merlot remains a challenge for most Oregon producers who attempt it. This does not rise past the impression of light and grapey soda flavors, with some stiff earthy tannins."
Vintage Cowboy,Zinfandel,87.0,23.0,1,"Flinty and austere in tone, this reserve-tier wine is lemony and tart, with grapefruit flavors heartily enveloped in oak."
Vintager,Chardonnay,86.0,20.0,1,"This dry rosé is 100% Merlot, fermented in stainless steel. It's rather flat in both mouthfeel and flavor, with nondescript one-dimensional red fruit."
Vinum,Cabernet Sauvignon,87.67,18.33,3,"This wine shows finesse, driven by its seamless mix of citrus, melon, peach and pear fruits. Immediately delicious, it actually improves by the second day, showing its perfect acid-to-fruit balance. Give it a light chill—not too much—and it's a perfect autumnal sipper."
Vinum,Chardonnay,88.0,13.0,1,"Lively and lush, this is lip-smacking good juice. It's dense with apple, peach and melon fruit flavors that penetrate deeply, buoyed by juicy acidity. Pinot Gris this tasty should be enjoyed lightly chilled, while it is in the first bloom of its freshness."
Vinum,G-S-M,88.0,18.0,1,"This vineyard is best known for its Merlot but this Cabernet keeps pace. It brings a mixture of fruit and barrel aromas of vanilla, blackberry, coffee, licorice and herbs. Flavors are sweet and rich, with coffee lingering on the finish."
Vinum,Pinot Noir,86.0,13.0,1,"From a field blend interplanted with Viognier, which accounts for 2% of the wine, this dense, thick expression of this burly variety exudes velvety blueberry and blackberry around almost impenetrable tannins, the leathery roughness still being sorted out. Cellar through 2020 to coax out its finer flavors of mocha and meat."
Vinum,Rhône-style Red Blend,87.0,18.0,3,"Careful winemaking balances the fruit and oak perfectly in this lovely, medium-weight wine. It's polished and steely, with just-ripe apple and pear fruit, braced with racy, lemony acidity and a streak of minerality. It was fermented in 100% French oak, one sixth new."
Vinum,White Blend,88.0,18.0,3,"A rare, arresting varietal bottling of Cinsault—forget for a moment that it's also vineyard designated. It boasts intoxicating notes of fresh boysenberries, cherries, herbs, and peppery spice. It's silky and fruit filled with an incredible sense of freshness and purity that is nothing short of dazzling."
Vinum Cellars,Cabernet Franc,88.0,30.0,2,"A unique blend of Cabernet Sauvignon, Syrah, Mourvedre, Petit Verdot, Cabernet Franc, and Sangiovese with notes of sassafras, cocoa, and dried herbs. It's focused and concentrated with structured, firm tannins crafted to go the distance. Give it some time in the cellar or a long drawn out meal to see it at its best."
Vinum Cellars,White Blend,88.5,19.5,2,"A fine vintage of Bill Easton's Cabernet Franc, from the Monarch Mine Vineyard, where he typically sources tremendous Syrah and Barbera, this wine is still developing and will do nicely with time. For now it shows perfumed herbal restraint, subtle spice and a twist of oaky coffee on the finish. A savory wine that would pair well with filet mignon à point."
Vinum Ferus,Pinot Noir,90.33,22.67,3,"Nearly equal parts Malbec and Cabernet Sauvignon, this blend also features good handfuls of Petit Verdot, Merlot and Cabernet Franc that offer soft, velvety flavors of blackberry and blueberry. Lightly oaked, the tannins are grippy while the wine generates an herbal undertone on the nose."
Virage,Bordeaux-style Red Blend,94.0,85.0,1,"Honeysuckle, mineral, honey and botrytis aromas lead the way. This drinks off dry with exceptionally well-balanced acidity that carries through the lingering finish."
Virage,Cabernet Franc,87.5,26.0,2,"Pear and white flower aromas are light, while the palate is full of sweet brown sugar and honey flavors that persist on the finish. It's sweet, but well balanced, with ample acidity and a clean finish."
Virginia Dare,Pinot Noir,85.0,25.0,2,"Cocoa, plum and vanilla aromas are followed by creamy-feeling blue-fruit flavors that display a mixture of fruit and barrel. The barrel influence is heavy, but it's delicious all the same."
Vista Hills,Pinot Gris,88.83,18.33,6,"This wine was aged 15 months sur lee in all-new French oak. The barrel aromas and flavors are in the lead, with notes of vanilla, butterscotch and spice followed by pear. It's creamy in feel but with an elegant styling."
Vista Hills,Pinot Noir,88.46,42.17,24,"A blend of 97% Cabernet Sauvignon and 8% Petit Verdot, this wine speaks to power, offering juicy, velvety texture around brawny components of leather, coffee and black plum. Concentrated and intense, it needs time to open in the glass before pairing with thick cuts of meat."
Vista Hills,Rosé,87.5,20.0,2,"Pineapple appears first on the nose and palate, followed by high-toned acidity and a back-up of lemon and lime. Medium bodied, the wine remains light and crisp throughout, finishing in a swirl of lemon zest and grapefruit pith."
Viszlay Vineyards,Bordeaux-style Red Blend,86.5,49.0,2,"This blend of Roussanne, Viognier, Marsanne and Grenache Blanc has a serious line of minerality apparent on the nose as well as pear blossom, pineapple-guava skin and a dairy tang. The palate clings to Meyer lemon pith and Greek yogurt flavors."
Viszlay Vineyards,Cabernet Sauvignon,90.0,98.0,2,"Though labeled as a red blend, at 94% this could be a varietally labeled Merlot and it drinks like it. Aromas of cocoa, raspberry and spice box are followed by plump, soft chocolate and raspberry flavors accented by tart acids that hold the balance through the finish."
Viszlay Vineyards,Chardonnay,86.0,48.0,1,"Flinty, mineral-like aromas and flavors lend a complex personality to this compelling, medium-bodied wine. The palate is crisp, dry and citrus-driven, inviting another sip and begging for some fresh-shucked oysters."
Viszlay Vineyards,Malbec,87.0,98.0,2,"This bottling changes dramatically from year to year; here it is 100% Riesling rather than a blended white. A little sweet and a little sweaty, it falls flat on the palate, leaving you wondering why a wine barely a year old is already entering old age. Drink up."
Viszlay Vineyards,Petite Sirah,90.0,42.0,2,"This wine is more a Bordeaux Blanc with Sémillon (15%) playing a prominent role. It leads with aromas of custard, barrel spices, pear and fig followed by lighter-styled fruit flavors. The concentration isn't all there but the balance of what is is spot-on."
Viszlay Vineyards,Pinot Noir,85.0,68.0,1,"Aromas of pear, honeysuckle, cream and peach rise up from the glass. This is lightly creamy in feel, with elegantly styled but well-balanced fruit flavors that linger."
Viszlay Vineyards,Zinfandel,87.0,42.0,1,"Here is a big, friendly wine with plenty of sweet, spicy oak in the aromas and flavors, and an easygoing texture that's not too tannic or acidic. It shows smoky, almost sweet, toasted oak aromas and basically melts in your mouth like milk chocolate, which would make a good pairing."
Vital,Bordeaux-style Red Blend,88.0,25.0,1,"Aromas of Bing cherry, herbs, earth and exotic spices tussle a bit on this blend of Sangiovese (55%), Cabernet Sauvignon (27%), Merlot and Syrah from Seven Hills and Stillwater Creek vineyards. Flavors are generous yet reserved, with a seamless feel and zippy acids stitching it together, followed by bitters on the finish."
Vital,Sangiovese,85.0,18.0,2,"This is the first offering of this wine where Cabernet Franc (37%) takes the lead, blended with Cabernet Sauvignon (27%), Merlot (23%), Malbec (7%) and Petit Verdot. It's drinking young now, with wound-up herbs, cherry, chocolate and cranberry flavors backed by firm, gripping tannins. It will be best after 2021."
